,sexo,sector_del_nivel_de_formación_alcanzado,edad,periodo,total
728,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2022,51.1
729,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2021,45.7
730,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2020,45.0
731,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2019,47.2
732,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2018,52.5
733,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2017,39.1
734,Hombres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2016,39.6
735,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2022,51.9
736,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2021,49.3
737,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2020,62.9
738,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2019,50.5
739,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2018,54.6
740,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2017,60.9
741,Hombres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2016,61.2
742,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2022,68.8
743,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2021,55.9
744,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2020,52.0
745,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2019,56.6
746,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2018,51.6
747,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2017,48.6
748,Hombres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2016,48.1
749,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2022,85.0
750,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2021,73.5
751,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2020,70.1
752,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2019,55.2
753,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2018,53.7
754,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2017,49.8
755,Hombres,Ciencias sociales  periodismo y documentación,55 y más años,2016,59.6
756,Hombres,Negocios  administración y derecho,Total,2022,1617.3
757,Hombres,Negocios  administración y derecho,Total,2021,1605.2
758,Hombres,Negocios  administración y derecho,Total,2020,1571.0
759,Hombres,Negocios  administración y derecho,Total,2019,1442.3
760,Hombres,Negocios  administración y derecho,Total,2018,1449.5
761,Hombres,Negocios  administración y derecho,Total,2017,1481.4
762,Hombres,Negocios  administración y derecho,Total,2016,1310.4
763,Hombres,Negocios  administración y derecho,De 16 a 24 años,2022,88.5
764,Hombres,Negocios  administración y derecho,De 16 a 24 años,2021,104.0
765,Hombres,Negocios  administración y derecho,De 16 a 24 años,2020,88.7
766,Hombres,Negocios  administración y derecho,De 16 a 24 años,2019,70.7
767,Hombres,Negocios  administración y derecho,De 16 a 24 años,2018,66.9
768,Hombres,Negocios  administración y derecho,De 16 a 24 años,2017,73.7
769,Hombres,Negocios  administración y derecho,De 16 a 24 años,2016,65.0
770,Hombres,Negocios  administración y derecho,De 25 a 34 años,2022,303.2
771,Hombres,Negocios  administración y derecho,De 25 a 34 años,2021,270.2
772,Hombres,Negocios  administración y derecho,De 25 a 34 años,2020,280.9
773,Hombres,Negocios  administración y derecho,De 25 a 34 años,2019,269.2
774,Hombres,Negocios  administración y derecho,De 25 a 34 años,2018,234.1
775,Hombres,Negocios  administración y derecho,De 25 a 34 años,2017,256.2
776,Hombres,Negocios  administración y derecho,De 25 a 34 años,2016,228.5
777,Hombres,Negocios  administración y derecho,De 35 a 44 años,2022,338.8
778,Hombres,Negocios  administración y derecho,De 35 a 44 años,2021,354.8
779,Hombres,Negocios  administración y derecho,De 35 a 44 años,2020,363.5
780,Hombres,Negocios  administración y derecho,De 35 a 44 años,2019,374.3
781,Hombres,Negocios  administración y derecho,De 35 a 44 años,2018,437.0
782,Hombres,Negocios  administración y derecho,De 35 a 44 años,2017,432.2
783,Hombres,Negocios  administración y derecho,De 35 a 44 años,2016,402.8
784,Hombres,Negocios  administración y derecho,De 45 a 54 años,2022,419.3
785,Hombres,Negocios  administración y derecho,De 45 a 54 años,2021,420.8
786,Hombres,Negocios  administración y derecho,De 45 a 54 años,2020,436.7
787,Hombres,Negocios  administración y derecho,De 45 a 54 años,2019,382.3
788,Hombres,Negocios  administración y derecho,De 45 a 54 años,2018,361.0
789,Hombres,Negocios  administración y derecho,De 45 a 54 años,2017,378.1
790,Hombres,Negocios  administración y derecho,De 45 a 54 años,2016,318.6
791,Hombres,Negocios  administración y derecho,55 y más años,2022,467.5
792,Hombres,Negocios  administración y derecho,55 y más años,2021,455.4
793,Hombres,Negocios  administración y derecho,55 y más años,2020,401.2
794,Hombres,Negocios  administración y derecho,55 y más años,2019,345.7
795,Hombres,Negocios  administración y derecho,55 y más años,2018,350.6
796,Hombres,Negocios  administración y derecho,55 y más años,2017,341.2
797,Hombres,Negocios  administración y derecho,55 y más años,2016,295.5
798,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2022,377.3
799,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2021,418.9
800,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2020,403.8
801,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2019,368.2
802,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2018,380.5
803,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2017,377.3
804,Hombres,Ciencias naturales  químicas  físicas y matemáticas,Total,2016,353.3
805,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2022,23.3
806,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2021,18.3
807,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2020,28.6
808,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2019,15.9
809,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2018,17.4
810,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2017,20.9
811,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2016,18.6
812,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2022,69.6
813,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2021,72.5
814,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2020,56.7
815,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2019,68.6
816,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2018,76.4
817,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2017,68.6
818,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2016,85.4
819,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2022,73.4
820,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2021,94.6
821,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2020,87.1
822,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2019,101.5
823,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2018,84.7
824,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2017,114.9
825,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2016,102.7
826,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2022,89.7
827,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2021,102.6
828,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2020,92.7
829,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2019,79.7
830,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2018,92.4
831,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2017,65.3
832,Hombres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2016,70.2
833,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2022,121.3
834,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2021,130.8
835,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2020,138.7
836,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2019,102.5
837,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2018,109.6
838,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2017,107.7
839,Hombres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2016,76.3
840,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2022,743.0
841,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2021,686.0
842,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2020,641.0
843,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2019,634.4
844,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2018,602.6
845,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2017,551.3
846,Hombres,Tecnologías de la información y las comunicaciones (TIC),Total,2016,546.4
847,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2022,103.3
848,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2021,90.4
849,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2020,74.4
850,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2019,67.0
851,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2018,69.6
852,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2017,57.4
853,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2016,57.9
854,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2022,212.0
855,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2021,174.7
856,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2020,173.9
857,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2019,191.7
858,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2018,174.1
859,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2017,177.5
860,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2016,189.3
861,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2022,226.5
862,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2021,222.7
863,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2020,202.7
864,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2019,198.3
865,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2018,224.3
866,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2017,189.7
867,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2016,195.5
868,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2022,140.0
869,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2021,127.5
870,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2020,127.1
871,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2019,124.0
872,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2018,88.1
873,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2017,91.0
874,Hombres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2016,82.3
875,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2022,61.2
876,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2021,70.7
877,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2020,62.9
878,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2019,53.4
879,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2018,46.5
880,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2017,35.8
881,Hombres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2016,21.4
882,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2022,2847.8
883,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2021,2833.8
884,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2020,2777.8
885,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2019,2682.8
886,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2018,2659.2
887,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2017,2636.4
888,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2016,2620.6
889,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2022,173.0
890,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2021,146.6
891,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2020,143.7
892,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2019,147.7
893,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2018,147.7
894,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2017,161.4
895,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 16 a 24 años,2016,140.7
896,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2022,429.3
897,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2021,426.4
898,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2020,477.4
899,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2019,450.3
900,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2018,467.8
901,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2017,466.9
902,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 25 a 34 años,2016,477.4
903,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2022,638.1
904,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2021,627.9
905,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2020,655.4
906,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2019,650.5
907,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2018,680.9
908,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2017,687.9
909,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 35 a 44 años,2016,737.1
910,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2022,718.9
911,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2021,718.8
912,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2020,673.5
913,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2019,662.4
914,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2018,657.3
915,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2017,629.1
916,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,De 45 a 54 años,2016,608.6
917,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2022,888.6
918,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2021,914.1
919,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2020,827.8
920,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2019,772.0
921,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2018,705.5
922,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2017,691.0
923,Hombres,Mecánica  electrónica y otra formación técnica  industria y construcción,55 y más años,2016,656.8
924,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2022,218.7
925,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2021,185.2
926,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2020,187.5
927,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2019,176.5
928,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2018,186.5
929,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2017,168.1
930,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,Total,2016,155.4
931,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2022,13.3
932,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2021,12.6
933,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2020,13.2
934,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2019,7.8
935,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2018,14.6
936,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2017,11.5
937,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 16 a 24 años,2016,10.9
938,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2022,41.2
939,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2021,18.8
940,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2020,25.2
941,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2019,27.0
942,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2018,23.4
943,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2017,24.1
944,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 25 a 34 años,2016,23.2
945,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2022,39.3
946,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2021,40.0
947,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2020,41.2
948,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2019,46.4
949,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2018,43.8
950,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2017,42.5
951,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 35 a 44 años,2016,36.2
952,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2022,49.8
953,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2021,48.6
954,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2020,57.2
955,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2019,43.3
956,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2018,58.3
957,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2017,48.4
958,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,De 45 a 54 años,2016,46.1
959,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2022,75.1
960,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2021,65.2
961,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2020,50.7
962,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2019,52.0
963,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2018,46.3
964,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2017,41.5
965,Hombres,Agricultura  ganadería  pesca  silvicultura y veterinaria,55 y más años,2016,39.1
966,Hombres,Salud y servicios sociales,Total,2022,521.6
967,Hombres,Salud y servicios sociales,Total,2021,562.1
968,Hombres,Salud y servicios sociales,Total,2020,537.6
969,Hombres,Salud y servicios sociales,Total,2019,496.2
970,Hombres,Salud y servicios sociales,Total,2018,480.7
971,Hombres,Salud y servicios sociales,Total,2017,417.2
972,Hombres,Salud y servicios sociales,Total,2016,418.6
973,Hombres,Salud y servicios sociales,De 16 a 24 años,2022,40.8
974,Hombres,Salud y servicios sociales,De 16 a 24 años,2021,36.6
975,Hombres,Salud y servicios sociales,De 16 a 24 años,2020,38.1
976,Hombres,Salud y servicios sociales,De 16 a 24 años,2019,30.9
977,Hombres,Salud y servicios sociales,De 16 a 24 años,2018,32.6
978,Hombres,Salud y servicios sociales,De 16 a 24 años,2017,28.6
979,Hombres,Salud y servicios sociales,De 16 a 24 años,2016,35.6
980,Hombres,Salud y servicios sociales,De 25 a 34 años,2022,113.1
981,Hombres,Salud y servicios sociales,De 25 a 34 años,2021,117.3
982,Hombres,Salud y servicios sociales,De 25 a 34 años,2020,109.8
983,Hombres,Salud y servicios sociales,De 25 a 34 años,2019,127.3
984,Hombres,Salud y servicios sociales,De 25 a 34 años,2018,108.1
985,Hombres,Salud y servicios sociales,De 25 a 34 años,2017,83.6
986,Hombres,Salud y servicios sociales,De 25 a 34 años,2016,87.8
987,Hombres,Salud y servicios sociales,De 35 a 44 años,2022,102.8
988,Hombres,Salud y servicios sociales,De 35 a 44 años,2021,115.4
989,Hombres,Salud y servicios sociales,De 35 a 44 años,2020,127.8
990,Hombres,Salud y servicios sociales,De 35 a 44 años,2019,94.4
991,Hombres,Salud y servicios sociales,De 35 a 44 años,2018,101.2
992,Hombres,Salud y servicios sociales,De 35 a 44 años,2017,94.1
993,Hombres,Salud y servicios sociales,De 35 a 44 años,2016,106.2
994,Hombres,Salud y servicios sociales,De 45 a 54 años,2022,96.8
995,Hombres,Salud y servicios sociales,De 45 a 54 años,2021,108.1
996,Hombres,Salud y servicios sociales,De 45 a 54 años,2020,102.0
997,Hombres,Salud y servicios sociales,De 45 a 54 años,2019,85.7
998,Hombres,Salud y servicios sociales,De 45 a 54 años,2018,88.1
999,Hombres,Salud y servicios sociales,De 45 a 54 años,2017,69.1
1000,Hombres,Salud y servicios sociales,De 45 a 54 años,2016,73.7
1001,Hombres,Salud y servicios sociales,55 y más años,2022,168.1
1002,Hombres,Salud y servicios sociales,55 y más años,2021,184.8
1003,Hombres,Salud y servicios sociales,55 y más años,2020,159.8
1004,Hombres,Salud y servicios sociales,55 y más años,2019,157.9
1005,Hombres,Salud y servicios sociales,55 y más años,2018,150.7
1006,Hombres,Salud y servicios sociales,55 y más años,2017,141.8
1007,Hombres,Salud y servicios sociales,55 y más años,2016,115.3
1008,Hombres,Servicios,Total,2022,432.6
1009,Hombres,Servicios,Total,2021,480.8
1010,Hombres,Servicios,Total,2020,426.7
1011,Hombres,Servicios,Total,2019,435.9
1012,Hombres,Servicios,Total,2018,377.7
1013,Hombres,Servicios,Total,2017,355.7
1014,Hombres,Servicios,Total,2016,346.9
1015,Hombres,Servicios,De 16 a 24 años,2022,57.9
1016,Hombres,Servicios,De 16 a 24 años,2021,54.9
1017,Hombres,Servicios,De 16 a 24 años,2020,58.9
1018,Hombres,Servicios,De 16 a 24 años,2019,51.6
1019,Hombres,Servicios,De 16 a 24 años,2018,42.9
1020,Hombres,Servicios,De 16 a 24 años,2017,55.1
1021,Hombres,Servicios,De 16 a 24 años,2016,43.3
1022,Hombres,Servicios,De 25 a 34 años,2022,107.1
1023,Hombres,Servicios,De 25 a 34 años,2021,136.6
1024,Hombres,Servicios,De 25 a 34 años,2020,112.5
1025,Hombres,Servicios,De 25 a 34 años,2019,128.9
1026,Hombres,Servicios,De 25 a 34 años,2018,88.0
1027,Hombres,Servicios,De 25 a 34 años,2017,89.0
1028,Hombres,Servicios,De 25 a 34 años,2016,104.4
1029,Hombres,Servicios,De 35 a 44 años,2022,107.4
1030,Hombres,Servicios,De 35 a 44 años,2021,107.3
1031,Hombres,Servicios,De 35 a 44 años,2020,97.6
1032,Hombres,Servicios,De 35 a 44 años,2019,101.7
1033,Hombres,Servicios,De 35 a 44 años,2018,111.0
1034,Hombres,Servicios,De 35 a 44 años,2017,79.8
1035,Hombres,Servicios,De 35 a 44 años,2016,73.6
1036,Hombres,Servicios,De 45 a 54 años,2022,71.3
1037,Hombres,Servicios,De 45 a 54 años,2021,93.4
1038,Hombres,Servicios,De 45 a 54 años,2020,79.5
1039,Hombres,Servicios,De 45 a 54 años,2019,75.5
1040,Hombres,Servicios,De 45 a 54 años,2018,66.4
1041,Hombres,Servicios,De 45 a 54 años,2017,57.0
1042,Hombres,Servicios,De 45 a 54 años,2016,52.7
1043,Hombres,Servicios,55 y más años,2022,88.8
1044,Hombres,Servicios,55 y más años,2021,88.6
1045,Hombres,Servicios,55 y más años,2020,78.1
1046,Hombres,Servicios,55 y más años,2019,78.2
1047,Hombres,Servicios,55 y más años,2018,69.4
1048,Hombres,Servicios,55 y más años,2017,74.8
1049,Hombres,Servicios,55 y más años,2016,72.9
1050,Hombres,Sectores desconocidos o no especificados,Total,2022,327.0
1051,Hombres,Sectores desconocidos o no especificados,Total,2021,295.6
1052,Hombres,Sectores desconocidos o no especificados,Total,2020,268.5
1053,Hombres,Sectores desconocidos o no especificados,Total,2019,311.1
1054,Hombres,Sectores desconocidos o no especificados,Total,2018,338.4
1055,Hombres,Sectores desconocidos o no especificados,Total,2017,332.9
1056,Hombres,Sectores desconocidos o no especificados,Total,2016,369.0
1057,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2022,10.6
1058,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2021,17.0
1059,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2020,16.6
1060,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2019,16.4
1061,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2018,12.5
1062,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2017,12.8
1063,Hombres,Sectores desconocidos o no especificados,De 16 a 24 años,2016,15.6
1064,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2022,27.3
1065,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2021,27.0
1066,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2020,27.3
1067,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2019,30.0
1068,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2018,37.1
1069,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2017,31.6
1070,Hombres,Sectores desconocidos o no especificados,De 25 a 34 años,2016,30.7
1071,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2022,34.3
1072,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2021,37.5
1073,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2020,24.6
