,sexo,comunidades_y_ciudades_autónomas,rama_de_actividad_-_cnae_2009,periodo,total
5618,Hombres,Castilla y León,Total,2021,539.3
5619,Hombres,Castilla y León,Total,2020,532
5620,Hombres,Castilla y León,Total,2019,550.2
5621,Hombres,Castilla y León,Total,2018,548.1
5622,Hombres,Castilla y León,Total,2017,543
5623,Hombres,Castilla y León,Total,2016,540.2
5624,Hombres,Castilla y León,Total,2015,531
5625,Hombres,Castilla y León,Total,2014,516.5
5626,Hombres,Castilla y León,Total,2013,514.5
5627,Hombres,Castilla y León,Total,2012,548
5628,Hombres,Castilla y León,Total,2011,566.5
5629,Hombres,Castilla y León,Total,2010,582.5
5630,Hombres,Castilla y León,Total,2009,598.2
5631,Hombres,Castilla y León,Total,2008,643.3
5632,Hombres,Castilla y León,Agricultura,2023,52.4
5633,Hombres,Castilla y León,Agricultura,2022,53.8
5634,Hombres,Castilla y León,Agricultura,2021,54.3
5635,Hombres,Castilla y León,Agricultura,2020,47.5
5636,Hombres,Castilla y León,Agricultura,2019,50.1
5637,Hombres,Castilla y León,Agricultura,2018,49.6
5638,Hombres,Castilla y León,Agricultura,2017,49.2
5639,Hombres,Castilla y León,Agricultura,2016,58
5640,Hombres,Castilla y León,Agricultura,2015,56.3
5641,Hombres,Castilla y León,Agricultura,2014,52.8
5642,Hombres,Castilla y León,Agricultura,2013,53
5643,Hombres,Castilla y León,Agricultura,2012,56.8
5644,Hombres,Castilla y León,Agricultura,2011,56.8
5645,Hombres,Castilla y León,Agricultura,2010,53.8
5646,Hombres,Castilla y León,Agricultura,2009,56.5
5647,Hombres,Castilla y León,Agricultura,2008,65.3
5648,Hombres,Castilla y León,Industria general,2023,122
5649,Hombres,Castilla y León,Industria general,2022,118.2
5650,Hombres,Castilla y León,Industria general,2021,123.9
5651,Hombres,Castilla y León,Industria general,2020,125.6
5652,Hombres,Castilla y León,Industria general,2019,132.6
5653,Hombres,Castilla y León,Industria general,2018,140.6
5654,Hombres,Castilla y León,Industria general,2017,131.8
5655,Hombres,Castilla y León,Industria general,2016,128.3
5656,Hombres,Castilla y León,Industria general,2015,122.6
5657,Hombres,Castilla y León,Industria general,2014,118.4
5658,Hombres,Castilla y León,Industria general,2013,111.6
5659,Hombres,Castilla y León,Industria general,2012,119.3
5660,Hombres,Castilla y León,Industria general,2011,119.9
5661,Hombres,Castilla y León,Industria general,2010,127.7
5662,Hombres,Castilla y León,Industria general,2009,142.7
5663,Hombres,Castilla y León,Industria general,2008,147.9
5664,Hombres,Castilla y León,Industrias extractivas,2023,9.5
5665,Hombres,Castilla y León,Industrias extractivas,2022,11.4
5666,Hombres,Castilla y León,Industrias extractivas,2021,11.7
5667,Hombres,Castilla y León,Industrias extractivas,2020,9.5
5668,Hombres,Castilla y León,Industrias extractivas,2019,11.7
5669,Hombres,Castilla y León,Industrias extractivas,2018,12.9
5670,Hombres,Castilla y León,Industrias extractivas,2017,11.3
5671,Hombres,Castilla y León,Industrias extractivas,2016,14.9
5672,Hombres,Castilla y León,Industrias extractivas,2015,14
5673,Hombres,Castilla y León,Industrias extractivas,2014,13.9
5674,Hombres,Castilla y León,Industrias extractivas,2013,12.9
5675,Hombres,Castilla y León,Industrias extractivas,2012,14.9
5676,Hombres,Castilla y León,Industrias extractivas,2011,14.5
5677,Hombres,Castilla y León,Industrias extractivas,2010,13.9
5678,Hombres,Castilla y León,Industrias extractivas,2009,14.9
5679,Hombres,Castilla y León,Industrias extractivas,2008,15.1
5680,Hombres,Castilla y León,Industria manufacturera,2023,112.5
5681,Hombres,Castilla y León,Industria manufacturera,2022,106.8
5682,Hombres,Castilla y León,Industria manufacturera,2021,112.2
5683,Hombres,Castilla y León,Industria manufacturera,2020,116.1
5684,Hombres,Castilla y León,Industria manufacturera,2019,120.9
5685,Hombres,Castilla y León,Industria manufacturera,2018,127.7
5686,Hombres,Castilla y León,Industria manufacturera,2017,120.5
5687,Hombres,Castilla y León,Industria manufacturera,2016,113.4
5688,Hombres,Castilla y León,Industria manufacturera,2015,108.7
5689,Hombres,Castilla y León,Industria manufacturera,2014,104.4
5690,Hombres,Castilla y León,Industria manufacturera,2013,98.7
5691,Hombres,Castilla y León,Industria manufacturera,2012,104.4
5692,Hombres,Castilla y León,Industria manufacturera,2011,105.3
5693,Hombres,Castilla y León,Industria manufacturera,2010,113.8
5694,Hombres,Castilla y León,Industria manufacturera,2009,127.8
5695,Hombres,Castilla y León,Industria manufacturera,2008,132.8
5696,Hombres,Castilla y León,Construcción,2023,62.9
5697,Hombres,Castilla y León,Construcción,2022,59.7
5698,Hombres,Castilla y León,Construcción,2021,60.5
5699,Hombres,Castilla y León,Construcción,2020,61.9
5700,Hombres,Castilla y León,Construcción,2019,60.5
5701,Hombres,Castilla y León,Construcción,2018,62.5
5702,Hombres,Castilla y León,Construcción,2017,61.3
5703,Hombres,Castilla y León,Construcción,2016,58.9
5704,Hombres,Castilla y León,Construcción,2015,60.4
5705,Hombres,Castilla y León,Construcción,2014,55
5706,Hombres,Castilla y León,Construcción,2013,61.1
5707,Hombres,Castilla y León,Construcción,2012,73
5708,Hombres,Castilla y León,Construcción,2011,75.8
5709,Hombres,Castilla y León,Construcción,2010,89.6
5710,Hombres,Castilla y León,Construcción,2009,98.2
5711,Hombres,Castilla y León,Construcción,2008,117.2
5712,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2023,136.8
5713,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2022,135.7
5714,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2021,126.3
5715,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2020,125.4
5716,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2019,134.3
5717,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2018,131.4
5718,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2017,134.9
5719,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2016,134.6
5720,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2015,131.7
5721,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2014,128.5
5722,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2013,127.8
5723,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2012,134.7
5724,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2011,138.1
5725,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2010,140.7
5726,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2009,141.3
5727,Hombres,Castilla y León,"Comercio, logistica y hosteleria",2008,147.6
5728,Hombres,Castilla y León,Informacion y telecomunicaciones,2023,16.2
5729,Hombres,Castilla y León,Informacion y telecomunicaciones,2022,12
5730,Hombres,Castilla y León,Informacion y telecomunicaciones,2021,13.3
5731,Hombres,Castilla y León,Informacion y telecomunicaciones,2020,13.6
5732,Hombres,Castilla y León,Informacion y telecomunicaciones,2019,13.2
5733,Hombres,Castilla y León,Informacion y telecomunicaciones,2018,10.2
5734,Hombres,Castilla y León,Informacion y telecomunicaciones,2017,10.5
5735,Hombres,Castilla y León,Informacion y telecomunicaciones,2016,10
5736,Hombres,Castilla y León,Informacion y telecomunicaciones,2015,11.2
5737,Hombres,Castilla y León,Informacion y telecomunicaciones,2014,10.6
5738,Hombres,Castilla y León,Informacion y telecomunicaciones,2013,10.9
5739,Hombres,Castilla y León,Informacion y telecomunicaciones,2012,11.2
5740,Hombres,Castilla y León,Informacion y telecomunicaciones,2011,10.8
5741,Hombres,Castilla y León,Informacion y telecomunicaciones,2010,12.1
5742,Hombres,Castilla y León,Informacion y telecomunicaciones,2009,9.6
5743,Hombres,Castilla y León,Informacion y telecomunicaciones,2008,11.2
5744,Hombres,Castilla y León,Finanzas y seguros,2023,7.1
5745,Hombres,Castilla y León,Finanzas y seguros,2022,8.1
5746,Hombres,Castilla y León,Finanzas y seguros,2021,10.1
5747,Hombres,Castilla y León,Finanzas y seguros,2020,9.1
5748,Hombres,Castilla y León,Finanzas y seguros,2019,7.8
5749,Hombres,Castilla y León,Finanzas y seguros,2018,7.2
5750,Hombres,Castilla y León,Finanzas y seguros,2017,9.2
5751,Hombres,Castilla y León,Finanzas y seguros,2016,8.4
5752,Hombres,Castilla y León,Finanzas y seguros,2015,8.7
5753,Hombres,Castilla y León,Finanzas y seguros,2014,9.9
5754,Hombres,Castilla y León,Finanzas y seguros,2013,10.5
5755,Hombres,Castilla y León,Finanzas y seguros,2012,13
5756,Hombres,Castilla y León,Finanzas y seguros,2011,11.6
5757,Hombres,Castilla y León,Finanzas y seguros,2010,10.3
5758,Hombres,Castilla y León,Finanzas y seguros,2009,10.8
5759,Hombres,Castilla y León,Finanzas y seguros,2008,14.1
5760,Hombres,Castilla y León,Inmobiliarias,2023,1.8
5761,Hombres,Castilla y León,Inmobiliarias,2022,1.4
5762,Hombres,Castilla y León,Inmobiliarias,2021,1.1
5763,Hombres,Castilla y León,Inmobiliarias,2020,2
5764,Hombres,Castilla y León,Inmobiliarias,2019,1.9
5765,Hombres,Castilla y León,Inmobiliarias,2018,1.4
5766,Hombres,Castilla y León,Inmobiliarias,2017,1.5
5767,Hombres,Castilla y León,Inmobiliarias,2016,1
5768,Hombres,Castilla y León,Inmobiliarias,2015,0.6
5769,Hombres,Castilla y León,Inmobiliarias,2014,1
5770,Hombres,Castilla y León,Inmobiliarias,2013,1.7
5771,Hombres,Castilla y León,Inmobiliarias,2012,1.5
5772,Hombres,Castilla y León,Inmobiliarias,2011,1.5
5773,Hombres,Castilla y León,Inmobiliarias,2010,0.8
5774,Hombres,Castilla y León,Inmobiliarias,2009,1.1
5775,Hombres,Castilla y León,Inmobiliarias,2008,1.7
5776,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2023,42.5
5777,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2022,37.6
5778,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2021,38.1
5779,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2020,35.9
5780,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2019,38.8
5781,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2018,39.7
5782,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2017,40.1
5783,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2016,35
5784,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2015,29.1
5785,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2014,30.2
5786,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2013,28.5
5787,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2012,29.2
5788,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2011,33.5
5789,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2010,33.9
5790,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2009,33
5791,Hombres,Castilla y León,"Actividades cientificas, administrativas y axuliares",2008,36.9
5792,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2023,94.6
5793,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2022,97.7
5794,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2021,92.9
5795,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2020,94
5796,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2019,93.7
5797,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2018,87.3
5798,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2017,86.9
5799,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2016,86.4
5800,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2015,90.7
5801,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2014,93.1
5802,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2013,95.1
5803,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2012,94.1
5804,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2011,102.9
5805,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2010,97.2
5806,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2009,89.8
5807,Hombres,Castilla y León,"Admin.Publica, educacion y sanitarias",2008,87.2
5808,Hombres,Castilla y León,"Artisticas, labores domesticas",2023,13.9
5809,Hombres,Castilla y León,"Artisticas, labores domesticas",2022,19.3
5810,Hombres,Castilla y León,"Artisticas, labores domesticas",2021,18.7
5811,Hombres,Castilla y León,"Artisticas, labores domesticas",2020,17.1
5812,Hombres,Castilla y León,"Artisticas, labores domesticas",2019,17.2
5813,Hombres,Castilla y León,"Artisticas, labores domesticas",2018,18.2
5814,Hombres,Castilla y León,"Artisticas, labores domesticas",2017,17.6
5815,Hombres,Castilla y León,"Artisticas, labores domesticas",2016,19.5
5816,Hombres,Castilla y León,"Artisticas, labores domesticas",2015,19.7
5817,Hombres,Castilla y León,"Artisticas, labores domesticas",2014,17.1
5818,Hombres,Castilla y León,"Artisticas, labores domesticas",2013,14.3
5819,Hombres,Castilla y León,"Artisticas, labores domesticas",2012,15.2
5820,Hombres,Castilla y León,"Artisticas, labores domesticas",2011,15.7
5821,Hombres,Castilla y León,"Artisticas, labores domesticas",2010,16.3
5822,Hombres,Castilla y León,"Artisticas, labores domesticas",2009,15.4
5823,Hombres,Castilla y León,"Artisticas, labores domesticas",2008,14.2
5824,Hombres,Castilla - La Mancha,Total,2023,508.2
5825,Hombres,Castilla - La Mancha,Total,2022,505.6
5826,Hombres,Castilla - La Mancha,Total,2021,495.6
5827,Hombres,Castilla - La Mancha,Total,2020,473.1
5828,Hombres,Castilla - La Mancha,Total,2019,484.1
5829,Hombres,Castilla - La Mancha,Total,2018,478.6
5830,Hombres,Castilla - La Mancha,Total,2017,464.4
5831,Hombres,Castilla - La Mancha,Total,2016,445.4
5832,Hombres,Castilla - La Mancha,Total,2015,432.7
5833,Hombres,Castilla - La Mancha,Total,2014,421.1
5834,Hombres,Castilla - La Mancha,Total,2013,420.8
5835,Hombres,Castilla - La Mancha,Total,2012,432.6
5836,Hombres,Castilla - La Mancha,Total,2011,466.8
5837,Hombres,Castilla - La Mancha,Total,2010,480.2
5838,Hombres,Castilla - La Mancha,Total,2009,490.6
5839,Hombres,Castilla - La Mancha,Total,2008,532.9
5840,Hombres,Castilla - La Mancha,Agricultura,2023,42.2
5841,Hombres,Castilla - La Mancha,Agricultura,2022,49.5
5842,Hombres,Castilla - La Mancha,Agricultura,2021,48.9
5843,Hombres,Castilla - La Mancha,Agricultura,2020,41.6
5844,Hombres,Castilla - La Mancha,Agricultura,2019,43.2
5845,Hombres,Castilla - La Mancha,Agricultura,2018,45.6
5846,Hombres,Castilla - La Mancha,Agricultura,2017,50.4
5847,Hombres,Castilla - La Mancha,Agricultura,2016,43.5
5848,Hombres,Castilla - La Mancha,Agricultura,2015,41.4
5849,Hombres,Castilla - La Mancha,Agricultura,2014,43.9
5850,Hombres,Castilla - La Mancha,Agricultura,2013,44.5
5851,Hombres,Castilla - La Mancha,Agricultura,2012,43.9
5852,Hombres,Castilla - La Mancha,Agricultura,2011,43.9
5853,Hombres,Castilla - La Mancha,Agricultura,2010,42
5854,Hombres,Castilla - La Mancha,Agricultura,2009,44.1
5855,Hombres,Castilla - La Mancha,Agricultura,2008,46.7
5856,Hombres,Castilla - La Mancha,Industria general,2023,100.5
5857,Hombres,Castilla - La Mancha,Industria general,2022,103.5
5858,Hombres,Castilla - La Mancha,Industria general,2021,105
5859,Hombres,Castilla - La Mancha,Industria general,2020,96.8
5860,Hombres,Castilla - La Mancha,Industria general,2019,101.7
5861,Hombres,Castilla - La Mancha,Industria general,2018,100.4
5862,Hombres,Castilla - La Mancha,Industria general,2017,99.5
5863,Hombres,Castilla - La Mancha,Industria general,2016,92.5
5864,Hombres,Castilla - La Mancha,Industria general,2015,88.2
5865,Hombres,Castilla - La Mancha,Industria general,2014,84.6
5866,Hombres,Castilla - La Mancha,Industria general,2013,86
5867,Hombres,Castilla - La Mancha,Industria general,2012,92.9
5868,Hombres,Castilla - La Mancha,Industria general,2011,99.1
5869,Hombres,Castilla - La Mancha,Industria general,2010,97.3
5870,Hombres,Castilla - La Mancha,Industria general,2009,104.2
5871,Hombres,Castilla - La Mancha,Industria general,2008,115.8
5872,Hombres,Castilla - La Mancha,Industrias extractivas,2023,9.5
5873,Hombres,Castilla - La Mancha,Industrias extractivas,2022,12
5874,Hombres,Castilla - La Mancha,Industrias extractivas,2021,12.8
5875,Hombres,Castilla - La Mancha,Industrias extractivas,2020,10
5876,Hombres,Castilla - La Mancha,Industrias extractivas,2019,11.9
5877,Hombres,Castilla - La Mancha,Industrias extractivas,2018,10.5
5878,Hombres,Castilla - La Mancha,Industrias extractivas,2017,11.5
5879,Hombres,Castilla - La Mancha,Industrias extractivas,2016,9.2
5880,Hombres,Castilla - La Mancha,Industrias extractivas,2015,8.8
5881,Hombres,Castilla - La Mancha,Industrias extractivas,2014,9.7
5882,Hombres,Castilla - La Mancha,Industrias extractivas,2013,10.7
5883,Hombres,Castilla - La Mancha,Industrias extractivas,2012,12.5
5884,Hombres,Castilla - La Mancha,Industrias extractivas,2011,12.1
5885,Hombres,Castilla - La Mancha,Industrias extractivas,2010,10.5
5886,Hombres,Castilla - La Mancha,Industrias extractivas,2009,11.3
5887,Hombres,Castilla - La Mancha,Industrias extractivas,2008,9.7
5888,Hombres,Castilla - La Mancha,Industria manufacturera,2023,90.9
5889,Hombres,Castilla - La Mancha,Industria manufacturera,2022,91.4
5890,Hombres,Castilla - La Mancha,Industria manufacturera,2021,92.2
5891,Hombres,Castilla - La Mancha,Industria manufacturera,2020,86.8
5892,Hombres,Castilla - La Mancha,Industria manufacturera,2019,89.8
5893,Hombres,Castilla - La Mancha,Industria manufacturera,2018,89.9
5894,Hombres,Castilla - La Mancha,Industria manufacturera,2017,88
5895,Hombres,Castilla - La Mancha,Industria manufacturera,2016,83.3
5896,Hombres,Castilla - La Mancha,Industria manufacturera,2015,79.4
5897,Hombres,Castilla - La Mancha,Industria manufacturera,2014,74.9
5898,Hombres,Castilla - La Mancha,Industria manufacturera,2013,75.3
5899,Hombres,Castilla - La Mancha,Industria manufacturera,2012,80.4
5900,Hombres,Castilla - La Mancha,Industria manufacturera,2011,87
5901,Hombres,Castilla - La Mancha,Industria manufacturera,2010,86.9
5902,Hombres,Castilla - La Mancha,Industria manufacturera,2009,92.9
5903,Hombres,Castilla - La Mancha,Industria manufacturera,2008,106
5904,Hombres,Castilla - La Mancha,Construcción,2023,68.3
5905,Hombres,Castilla - La Mancha,Construcción,2022,64
5906,Hombres,Castilla - La Mancha,Construcción,2021,59.3
5907,Hombres,Castilla - La Mancha,Construcción,2020,57.6
5908,Hombres,Castilla - La Mancha,Construcción,2019,64
5909,Hombres,Castilla - La Mancha,Construcción,2018,63.6
5910,Hombres,Castilla - La Mancha,Construcción,2017,54.7
5911,Hombres,Castilla - La Mancha,Construcción,2016,54.7
5912,Hombres,Castilla - La Mancha,Construcción,2015,49
5913,Hombres,Castilla - La Mancha,Construcción,2014,42.1
5914,Hombres,Castilla - La Mancha,Construcción,2013,50
5915,Hombres,Castilla - La Mancha,Construcción,2012,59.3
5916,Hombres,Castilla - La Mancha,Construcción,2011,74.4
5917,Hombres,Castilla - La Mancha,Construcción,2010,84.8
5918,Hombres,Castilla - La Mancha,Construcción,2009,99.1
5919,Hombres,Castilla - La Mancha,Construcción,2008,129.9
5920,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2023,131.2
5921,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2022,132.2
5922,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2021,134.6
5923,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2020,131.1
5924,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2019,127.8
5925,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2018,121.7
5926,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2017,119
5927,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2016,118.8
5928,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2015,120.1
5929,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2014,112.9
5930,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2013,108.2
5931,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2012,109.8
5932,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2011,112.8
5933,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2010,120.2
5934,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2009,113.3
5935,Hombres,Castilla - La Mancha,"Comercio, logistica y hosteleria",2008,117.4
5936,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2023,18.5
5937,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2022,12.2
5938,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2021,10
5939,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2020,11.3
5940,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2019,11.1
5941,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2018,10.1
5942,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2017,9.3
5943,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2016,10.2
5944,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2015,9.3
5945,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2014,9.9
5946,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2013,9.9
5947,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2012,6.7
5948,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2011,9.1
5949,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2010,9.4
5950,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2009,7.2
5951,Hombres,Castilla - La Mancha,Informacion y telecomunicaciones,2008,6.3
5952,Hombres,Castilla - La Mancha,Finanzas y seguros,2023,8.7
5953,Hombres,Castilla - La Mancha,Finanzas y seguros,2022,8
5954,Hombres,Castilla - La Mancha,Finanzas y seguros,2021,9.3
5955,Hombres,Castilla - La Mancha,Finanzas y seguros,2020,7.7
5956,Hombres,Castilla - La Mancha,Finanzas y seguros,2019,8.6
5957,Hombres,Castilla - La Mancha,Finanzas y seguros,2018,8.1
5958,Hombres,Castilla - La Mancha,Finanzas y seguros,2017,8.1
5959,Hombres,Castilla - La Mancha,Finanzas y seguros,2016,9.1
5960,Hombres,Castilla - La Mancha,Finanzas y seguros,2015,10.1
5961,Hombres,Castilla - La Mancha,Finanzas y seguros,2014,9.7
5962,Hombres,Castilla - La Mancha,Finanzas y seguros,2013,8.5
5963,Hombres,Castilla - La Mancha,Finanzas y seguros,2012,9.4
5964,Hombres,Castilla - La Mancha,Finanzas y seguros,2011,10.8
5965,Hombres,Castilla - La Mancha,Finanzas y seguros,2010,9.2
5966,Hombres,Castilla - La Mancha,Finanzas y seguros,2009,8.4
5967,Hombres,Castilla - La Mancha,Finanzas y seguros,2008,8.5
5968,Hombres,Castilla - La Mancha,Inmobiliarias,2023,0.7
5969,Hombres,Castilla - La Mancha,Inmobiliarias,2022,1.1
5970,Hombres,Castilla - La Mancha,Inmobiliarias,2021,1.3
5971,Hombres,Castilla - La Mancha,Inmobiliarias,2020,0.9
5972,Hombres,Castilla - La Mancha,Inmobiliarias,2019,1.3
5973,Hombres,Castilla - La Mancha,Inmobiliarias,2018,1.7
5974,Hombres,Castilla - La Mancha,Inmobiliarias,2017,1
5975,Hombres,Castilla - La Mancha,Inmobiliarias,2016,0.4
5976,Hombres,Castilla - La Mancha,Inmobiliarias,2015,1.3
5977,Hombres,Castilla - La Mancha,Inmobiliarias,2014,1.7
5978,Hombres,Castilla - La Mancha,Inmobiliarias,2013,1.4
5979,Hombres,Castilla - La Mancha,Inmobiliarias,2012,0.9
5980,Hombres,Castilla - La Mancha,Inmobiliarias,2011,1.3
5981,Hombres,Castilla - La Mancha,Inmobiliarias,2010,0.8
5982,Hombres,Castilla - La Mancha,Inmobiliarias,2009,1.1
5983,Hombres,Castilla - La Mancha,Inmobiliarias,2008,1.4
5984,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2023,32.5
5985,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2022,34
5986,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2021,33.5
5987,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2020,26.8
5988,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2019,26.9
5989,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2018,27.2
5990,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2017,28.3
5991,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2016,26.4
5992,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2015,25.8
5993,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2014,25.5
5994,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2013,25.8
5995,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2012,25.5
5996,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2011,22
5997,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2010,24.1
5998,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2009,23.6
5999,Hombres,Castilla - La Mancha,"Actividades cientificas, administrativas y axuliares",2008,23.7
6000,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2023,85.3
6001,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2022,82.5
6002,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2021,76.9
6003,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2020,82.2
6004,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2019,83.1
6005,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2018,82.1
6006,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2017,76.5
6007,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2016,73.9
6008,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2015,73.6
6009,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2014,75.5
6010,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2013,70.2
6011,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2012,70.8
6012,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2011,80.9
6013,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2010,80.8
6014,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2009,77.2
6015,Hombres,Castilla - La Mancha,"Admin.Publica, educacion y sanitarias",2008,71.6
6016,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2023,20.4
6017,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2022,18.7
6018,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2021,16.8
6019,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2020,16.9
6020,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2019,16.5
6021,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2018,17.9
6022,Hombres,Castilla - La Mancha,"Artisticas, labores domesticas",2017,17.6
