Sexo;Sector del nivel de formación alcanzado;Edad;Periodo;Total
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2020;238,6
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2019;216,5
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2018;219,5
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2017;207,9
Hombres;03 Ciencias sociales, periodismo y documentación;Total;2016;222,1
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2022;7,3
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2021;8,5
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2020;8,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2019;7,1
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2018;7,2
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2017;9,5
Hombres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2016;13,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2022;51,1
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2021;45,7
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2020;45
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2019;47,2
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2018;52,5
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2017;39,1
Hombres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2016;39,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2022;51,9
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2021;49,3
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2020;62,9
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2019;50,5
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2018;54,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2017;60,9
Hombres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2016;61,2
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2022;68,8
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2021;55,9
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2020;52
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2019;56,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2018;51,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2017;48,6
Hombres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2016;48,1
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2022;85
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2021;73,5
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2020;70,1
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2019;55,2
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2018;53,7
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2017;49,8
Hombres;03 Ciencias sociales, periodismo y documentación;55 y más años;2016;59,6
Hombres;04 Negocios, administración y derecho;Total;2022;1.617,3
Hombres;04 Negocios, administración y derecho;Total;2021;1.605,2
Hombres;04 Negocios, administración y derecho;Total;2020;1.571
Hombres;04 Negocios, administración y derecho;Total;2019;1.442,3
Hombres;04 Negocios, administración y derecho;Total;2018;1.449,5
Hombres;04 Negocios, administración y derecho;Total;2017;1.481,4
Hombres;04 Negocios, administración y derecho;Total;2016;1.310,4
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2022;88,5
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2021;104
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2020;88,7
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2019;70,7
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2018;66,9
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2017;73,7
Hombres;04 Negocios, administración y derecho;De 16 a 24 años;2016;65
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2022;303,2
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2021;270,2
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2020;280,9
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2019;269,2
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2018;234,1
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2017;256,2
Hombres;04 Negocios, administración y derecho;De 25 a 34 años;2016;228,5
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2022;338,8
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2021;354,8
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2020;363,5
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2019;374,3
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2018;437
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2017;432,2
Hombres;04 Negocios, administración y derecho;De 35 a 44 años;2016;402,8
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2022;419,3
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2021;420,8
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2020;436,7
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2019;382,3
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2018;361
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2017;378,1
Hombres;04 Negocios, administración y derecho;De 45 a 54 años;2016;318,6
Hombres;04 Negocios, administración y derecho;55 y más años;2022;467,5
Hombres;04 Negocios, administración y derecho;55 y más años;2021;455,4
Hombres;04 Negocios, administración y derecho;55 y más años;2020;401,2
Hombres;04 Negocios, administración y derecho;55 y más años;2019;345,7
Hombres;04 Negocios, administración y derecho;55 y más años;2018;350,6
Hombres;04 Negocios, administración y derecho;55 y más años;2017;341,2
Hombres;04 Negocios, administración y derecho;55 y más años;2016;295,5
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2022;377,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2021;418,9
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2020;403,8
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2019;368,2
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2018;380,5
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2017;377,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2016;353,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2022;23,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2021;18,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2020;28,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2019;15,9
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2018;17,4
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2017;20,9
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2016;18,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2022;69,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2021;72,5
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2020;56,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2019;68,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2018;76,4
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2017;68,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2016;85,4
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2022;73,4
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2021;94,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2020;87,1
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2019;101,5
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2018;84,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2017;114,9
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2016;102,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2022;89,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2021;102,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2020;92,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2019;79,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2018;92,4
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2017;65,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2016;70,2
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2022;121,3
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2021;130,8
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2020;138,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2019;102,5
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2018;109,6
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2017;107,7
Hombres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2016;76,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2022;743
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2021;686
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2020;641
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2019;634,4
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2018;602,6
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2017;551,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2016;546,4
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2022;103,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2021;90,4
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2020;74,4
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2019;67
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2018;69,6
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2017;57,4
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2016;57,9
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2022;212
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2021;174,7
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2020;173,9
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2019;191,7
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2018;174,1
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2017;177,5
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2016;189,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2022;226,5
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2021;222,7
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2020;202,7
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2019;198,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2018;224,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2017;189,7
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2016;195,5
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2022;140
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2021;127,5
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2020;127,1
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2019;124
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2018;88,1
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2017;91
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2016;82,3
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2022;61,2
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2021;70,7
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2020;62,9
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2019;53,4
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2018;46,5
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2017;35,8
Hombres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2016;21,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2022;2.847,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2021;2.833,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2020;2.777,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2019;2.682,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2018;2.659,2
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2017;2.636,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2016;2.620,6
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2022;173
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2021;146,6
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2020;143,7
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2019;147,7
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2018;147,7
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2017;161,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 16 a 24 años;2016;140,7
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2022;429,3
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2021;426,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2020;477,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2019;450,3
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2018;467,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2017;466,9
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 25 a 34 años;2016;477,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2022;638,1
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2021;627,9
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2020;655,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2019;650,5
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2018;680,9
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2017;687,9
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 35 a 44 años;2016;737,1
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2022;718,9
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2021;718,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2020;673,5
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2019;662,4
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2018;657,3
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2017;629,1
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;De 45 a 54 años;2016;608,6
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2022;888,6
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2021;914,1
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2020;827,8
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2019;772
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2018;705,5
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2017;691
Hombres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;55 y más años;2016;656,8
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2022;218,7
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2021;185,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2020;187,5
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2019;176,5
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2018;186,5
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2017;168,1
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;Total;2016;155,4
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2022;13,3
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2021;12,6
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2020;13,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2019;7,8
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2018;14,6
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2017;11,5
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 16 a 24 años;2016;10,9
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2022;41,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2021;18,8
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2020;25,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2019;27
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2018;23,4
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2017;24,1
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 25 a 34 años;2016;23,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2022;39,3
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2021;40
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2020;41,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2019;46,4
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2018;43,8
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2017;42,5
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 35 a 44 años;2016;36,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2022;49,8
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2021;48,6
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2020;57,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2019;43,3
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2018;58,3
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2017;48,4
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;De 45 a 54 años;2016;46,1
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2022;75,1
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2021;65,2
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2020;50,7
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2019;52
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2018;46,3
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2017;41,5
Hombres;08 Agricultura, ganadería, pesca, silvicultura y veterinaria;55 y más años;2016;39,1
Hombres;09 Salud y servicios sociales;Total;2022;521,6
Hombres;09 Salud y servicios sociales;Total;2021;562,1
Hombres;09 Salud y servicios sociales;Total;2020;537,6
Hombres;09 Salud y servicios sociales;Total;2019;496,2
Hombres;09 Salud y servicios sociales;Total;2018;480,7
Hombres;09 Salud y servicios sociales;Total;2017;417,2
Hombres;09 Salud y servicios sociales;Total;2016;418,6
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2022;40,8
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2021;36,6
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2020;38,1
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2019;30,9
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2018;32,6
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2017;28,6
Hombres;09 Salud y servicios sociales;De 16 a 24 años;2016;35,6
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2022;113,1
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2021;117,3
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2020;109,8
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2019;127,3
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2018;108,1
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2017;83,6
Hombres;09 Salud y servicios sociales;De 25 a 34 años;2016;87,8
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2022;102,8
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2021;115,4
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2020;127,8
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2019;94,4
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2018;101,2
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2017;94,1
Hombres;09 Salud y servicios sociales;De 35 a 44 años;2016;106,2
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2022;96,8
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2021;108,1
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2020;102
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2019;85,7
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2018;88,1
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2017;69,1
Hombres;09 Salud y servicios sociales;De 45 a 54 años;2016;73,7
Hombres;09 Salud y servicios sociales;55 y más años;2022;168,1
Hombres;09 Salud y servicios sociales;55 y más años;2021;184,8
Hombres;09 Salud y servicios sociales;55 y más años;2020;159,8
Hombres;09 Salud y servicios sociales;55 y más años;2019;157,9
Hombres;09 Salud y servicios sociales;55 y más años;2018;150,7
Hombres;09 Salud y servicios sociales;55 y más años;2017;141,8
Hombres;09 Salud y servicios sociales;55 y más años;2016;115,3
Hombres;10 Servicios;Total;2022;432,6
Hombres;10 Servicios;Total;2021;480,8
Hombres;10 Servicios;Total;2020;426,7
Hombres;10 Servicios;Total;2019;435,9
Hombres;10 Servicios;Total;2018;377,7
Hombres;10 Servicios;Total;2017;355,7
Hombres;10 Servicios;Total;2016;346,9
Hombres;10 Servicios;De 16 a 24 años;2022;57,9
Hombres;10 Servicios;De 16 a 24 años;2021;54,9
Hombres;10 Servicios;De 16 a 24 años;2020;58,9
Hombres;10 Servicios;De 16 a 24 años;2019;51,6
Hombres;10 Servicios;De 16 a 24 años;2018;42,9
Hombres;10 Servicios;De 16 a 24 años;2017;55,1
Hombres;10 Servicios;De 16 a 24 años;2016;43,3
Hombres;10 Servicios;De 25 a 34 años;2022;107,1
Hombres;10 Servicios;De 25 a 34 años;2021;136,6
Hombres;10 Servicios;De 25 a 34 años;2020;112,5
Hombres;10 Servicios;De 25 a 34 años;2019;128,9
Hombres;10 Servicios;De 25 a 34 años;2018;88
Hombres;10 Servicios;De 25 a 34 años;2017;89
Hombres;10 Servicios;De 25 a 34 años;2016;104,4
Hombres;10 Servicios;De 35 a 44 años;2022;107,4
Hombres;10 Servicios;De 35 a 44 años;2021;107,3
Hombres;10 Servicios;De 35 a 44 años;2020;97,6
Hombres;10 Servicios;De 35 a 44 años;2019;101,7
Hombres;10 Servicios;De 35 a 44 años;2018;111
Hombres;10 Servicios;De 35 a 44 años;2017;79,8
Hombres;10 Servicios;De 35 a 44 años;2016;73,6
Hombres;10 Servicios;De 45 a 54 años;2022;71,3
Hombres;10 Servicios;De 45 a 54 años;2021;93,4
Hombres;10 Servicios;De 45 a 54 años;2020;79,5
Hombres;10 Servicios;De 45 a 54 años;2019;75,5
Hombres;10 Servicios;De 45 a 54 años;2018;66,4
Hombres;10 Servicios;De 45 a 54 años;2017;57
Hombres;10 Servicios;De 45 a 54 años;2016;52,7
Hombres;10 Servicios;55 y más años;2022;88,8
Hombres;10 Servicios;55 y más años;2021;88,6
Hombres;10 Servicios;55 y más años;2020;78,1
Hombres;10 Servicios;55 y más años;2019;78,2
Hombres;10 Servicios;55 y más años;2018;69,4
Hombres;10 Servicios;55 y más años;2017;74,8
Hombres;10 Servicios;55 y más años;2016;72,9
Hombres;99 Sectores desconocidos o no especificados;Total;2022;327
Hombres;99 Sectores desconocidos o no especificados;Total;2021;295,6
Hombres;99 Sectores desconocidos o no especificados;Total;2020;268,5
Hombres;99 Sectores desconocidos o no especificados;Total;2019;311,1
Hombres;99 Sectores desconocidos o no especificados;Total;2018;338,4
Hombres;99 Sectores desconocidos o no especificados;Total;2017;332,9
Hombres;99 Sectores desconocidos o no especificados;Total;2016;369
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2022;10,6
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2021;17
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2020;16,6
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2019;16,4
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2018;12,5
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2017;12,8
Hombres;99 Sectores desconocidos o no especificados;De 16 a 24 años;2016;15,6
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2022;27,3
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2021;27
