Sexo;Comunidades y Ciudades Autónomas;Rama de actividad - CNAE 2009;Periodo;Total
Hombres;11 Extremadura;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2009;51,5
Hombres;11 Extremadura;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2008;54,6
Hombres;11 Extremadura;J Información y comunicaciones ( J );2023;6,4
Hombres;11 Extremadura;J Información y comunicaciones ( J );2022;6,5
Hombres;11 Extremadura;J Información y comunicaciones ( J );2021;7,5
Hombres;11 Extremadura;J Información y comunicaciones ( J );2020;3,9
Hombres;11 Extremadura;J Información y comunicaciones ( J );2019;3,8
Hombres;11 Extremadura;J Información y comunicaciones ( J );2018;3,8
Hombres;11 Extremadura;J Información y comunicaciones ( J );2017;3,7
Hombres;11 Extremadura;J Información y comunicaciones ( J );2016;2,2
Hombres;11 Extremadura;J Información y comunicaciones ( J );2015;2,7
Hombres;11 Extremadura;J Información y comunicaciones ( J );2014;2,5
Hombres;11 Extremadura;J Información y comunicaciones ( J );2013;2,6
Hombres;11 Extremadura;J Información y comunicaciones ( J );2012;2,7
Hombres;11 Extremadura;J Información y comunicaciones ( J );2011;3,1
Hombres;11 Extremadura;J Información y comunicaciones ( J );2010;3,9
Hombres;11 Extremadura;J Información y comunicaciones ( J );2009;2,5
Hombres;11 Extremadura;J Información y comunicaciones ( J );2008;4,1
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2023;4,8
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2022;3,9
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2021;3,4
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2020;3,8
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2019;3,2
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2018;3,5
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2017;4,8
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2016;3,8
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2015;3,6
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2014;3
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2013;3
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2012;2,3
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2011;4,1
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2010;4,5
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2009;5
Hombres;11 Extremadura;K Actividades financieras y de seguros (  K  );2008;4,5
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2023;1,3
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2022;0,4
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2021;0,1
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2020;0,1
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2019;0,4
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2018;0,6
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2017;0,5
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2016;0,2
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2015;0,4
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2014;0,5
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2013;0,6
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2012;0,2
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2011;..
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2010;0,3
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2009;0,7
Hombres;11 Extremadura;L Actividades inmobiliarias ( L );2008;1,1
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2023;14,4
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2022;13
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2021;10
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2020;9,8
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2019;11,5
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2018;14
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2017;12,9
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2016;11,6
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2015;10,6
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2014;10,8
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2013;12,5
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2012;9,7
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2011;14,2
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2010;12,4
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2009;13,6
Hombres;11 Extremadura;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2008;13,9
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2023;47,2
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2022;50,4
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2021;45,5
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2020;44,6
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2019;43,9
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2018;42,1
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2017;41,7
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2016;50,1
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2015;47,1
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2014;44
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2013;44,1
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2012;43,1
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2011;44,1
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2010;48,6
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2009;49,9
Hombres;11 Extremadura;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2008;46,3
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2023;8,9
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2022;8,5
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2021;6,9
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2020;6,7
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2019;8
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2018;5,6
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2017;6
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2016;5,3
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2015;5,6
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2014;5,4
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2013;4,7
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2012;5
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2011;4,8
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2010;5,1
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2009;4,8
Hombres;11 Extremadura;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2008;5,3
Hombres;12 Galicia;Total;2023;585,9
Hombres;12 Galicia;Total;2022;574,5
Hombres;12 Galicia;Total;2021;571,3
Hombres;12 Galicia;Total;2020;569
Hombres;12 Galicia;Total;2019;573,9
Hombres;12 Galicia;Total;2018;562,6
Hombres;12 Galicia;Total;2017;551,2
Hombres;12 Galicia;Total;2016;549
Hombres;12 Galicia;Total;2015;538,2
Hombres;12 Galicia;Total;2014;524,3
Hombres;12 Galicia;Total;2013;530,6
Hombres;12 Galicia;Total;2012;554,6
Hombres;12 Galicia;Total;2011;586,6
Hombres;12 Galicia;Total;2010;602,7
Hombres;12 Galicia;Total;2009;630,8
Hombres;12 Galicia;Total;2008;672,3
Hombres;12 Galicia;A Agricultura ( A );2023;49,2
Hombres;12 Galicia;A Agricultura ( A );2022;44,8
Hombres;12 Galicia;A Agricultura ( A );2021;44,6
Hombres;12 Galicia;A Agricultura ( A );2020;45,7
Hombres;12 Galicia;A Agricultura ( A );2019;41,9
Hombres;12 Galicia;A Agricultura ( A );2018;41,9
Hombres;12 Galicia;A Agricultura ( A );2017;46,4
Hombres;12 Galicia;A Agricultura ( A );2016;44,9
Hombres;12 Galicia;A Agricultura ( A );2015;40,8
Hombres;12 Galicia;A Agricultura ( A );2014;40,9
Hombres;12 Galicia;A Agricultura ( A );2013;43,2
Hombres;12 Galicia;A Agricultura ( A );2012;44,8
Hombres;12 Galicia;A Agricultura ( A );2011;46,9
Hombres;12 Galicia;A Agricultura ( A );2010;51,6
Hombres;12 Galicia;A Agricultura ( A );2009;55,7
Hombres;12 Galicia;A Agricultura ( A );2008;58,4
Hombres;12 Galicia;Industria general;2023;116,9
Hombres;12 Galicia;Industria general;2022;114,5
Hombres;12 Galicia;Industria general;2021;122,6
Hombres;12 Galicia;Industria general;2020;131,1
Hombres;12 Galicia;Industria general;2019;128,8
Hombres;12 Galicia;Industria general;2018;122,8
Hombres;12 Galicia;Industria general;2017;121,3
Hombres;12 Galicia;Industria general;2016;114,6
Hombres;12 Galicia;Industria general;2015;115,3
Hombres;12 Galicia;Industria general;2014;110
Hombres;12 Galicia;Industria general;2013;107,4
Hombres;12 Galicia;Industria general;2012;116
Hombres;12 Galicia;Industria general;2011;127,7
Hombres;12 Galicia;Industria general;2010;125,7
Hombres;12 Galicia;Industria general;2009;141,8
Hombres;12 Galicia;Industria general;2008;152
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2023;8,1
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2022;7,8
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2021;12,4
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2020;15,2
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2019;13,2
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2018;12,9
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2017;14,1
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2016;12,5
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2015;12,8
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2014;11,2
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2013;11,6
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2012;12,7
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;13,4
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;13,1
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2009;14,8
Hombres;12 Galicia;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2008;16,7
Hombres;12 Galicia;C Industria manufacturera ( C );2023;108,8
Hombres;12 Galicia;C Industria manufacturera ( C );2022;106,8
Hombres;12 Galicia;C Industria manufacturera ( C );2021;110,2
Hombres;12 Galicia;C Industria manufacturera ( C );2020;116
Hombres;12 Galicia;C Industria manufacturera ( C );2019;115,6
Hombres;12 Galicia;C Industria manufacturera ( C );2018;109,9
Hombres;12 Galicia;C Industria manufacturera ( C );2017;107,1
Hombres;12 Galicia;C Industria manufacturera ( C );2016;102,1
Hombres;12 Galicia;C Industria manufacturera ( C );2015;102,5
Hombres;12 Galicia;C Industria manufacturera ( C );2014;98,8
Hombres;12 Galicia;C Industria manufacturera ( C );2013;95,9
Hombres;12 Galicia;C Industria manufacturera ( C );2012;103,3
Hombres;12 Galicia;C Industria manufacturera ( C );2011;114,3
Hombres;12 Galicia;C Industria manufacturera ( C );2010;112,6
Hombres;12 Galicia;C Industria manufacturera ( C );2009;127
Hombres;12 Galicia;C Industria manufacturera ( C );2008;135,4
Hombres;12 Galicia;F Construcción ( F );2023;69,7
Hombres;12 Galicia;F Construcción ( F );2022;67,4
Hombres;12 Galicia;F Construcción ( F );2021;67,2
Hombres;12 Galicia;F Construcción ( F );2020;68,6
Hombres;12 Galicia;F Construcción ( F );2019;64,9
Hombres;12 Galicia;F Construcción ( F );2018;62,8
Hombres;12 Galicia;F Construcción ( F );2017;61,5
Hombres;12 Galicia;F Construcción ( F );2016;65,8
Hombres;12 Galicia;F Construcción ( F );2015;68,3
Hombres;12 Galicia;F Construcción ( F );2014;62,7
Hombres;12 Galicia;F Construcción ( F );2013;65,6
Hombres;12 Galicia;F Construcción ( F );2012;72,8
Hombres;12 Galicia;F Construcción ( F );2011;84,4
Hombres;12 Galicia;F Construcción ( F );2010;96,5
Hombres;12 Galicia;F Construcción ( F );2009;107,1
Hombres;12 Galicia;F Construcción ( F );2008;123,7
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2023;157
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2022;155,2
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2021;149,9
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2020;144,8
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2019;154,2
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2018;157,6
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2017;154,7
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2016;150,3
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2015;144,2
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2014;144,1
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2013;149,4
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2012;149,6
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2011;153,2
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2010;155
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2009;153,9
Hombres;12 Galicia;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2008;163,5
Hombres;12 Galicia;J Información y comunicaciones ( J );2023;22,2
Hombres;12 Galicia;J Información y comunicaciones ( J );2022;23,5
Hombres;12 Galicia;J Información y comunicaciones ( J );2021;19,2
Hombres;12 Galicia;J Información y comunicaciones ( J );2020;16,7
Hombres;12 Galicia;J Información y comunicaciones ( J );2019;19,4
Hombres;12 Galicia;J Información y comunicaciones ( J );2018;18,5
Hombres;12 Galicia;J Información y comunicaciones ( J );2017;17,8
Hombres;12 Galicia;J Información y comunicaciones ( J );2016;17
Hombres;12 Galicia;J Información y comunicaciones ( J );2015;15,9
Hombres;12 Galicia;J Información y comunicaciones ( J );2014;15,3
Hombres;12 Galicia;J Información y comunicaciones ( J );2013;16,4
Hombres;12 Galicia;J Información y comunicaciones ( J );2012;13,2
Hombres;12 Galicia;J Información y comunicaciones ( J );2011;12,9
Hombres;12 Galicia;J Información y comunicaciones ( J );2010;13,4
Hombres;12 Galicia;J Información y comunicaciones ( J );2009;13,4
Hombres;12 Galicia;J Información y comunicaciones ( J );2008;13,9
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2023;9,8
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2022;9,1
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2021;10,5
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2020;9,6
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2019;7,4
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2018;8,9
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2017;9,1
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2016;9,6
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2015;8,4
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2014;8,2
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2013;10,8
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2012;10,7
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2011;12,4
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2010;12,5
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2009;14,1
Hombres;12 Galicia;K Actividades financieras y de seguros (  K  );2008;14
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2023;1,6
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2022;3,6
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2021;3,2
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2020;1,8
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2019;1,7
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2018;2,4
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2017;1,4
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2016;1
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2015;1,9
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2014;1,5
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2013;1,8
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2012;1,9
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2011;1,6
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2010;0,9
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2009;0,6
Hombres;12 Galicia;L Actividades inmobiliarias ( L );2008;0,9
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2023;50,6
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2022;50,5
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2021;48,3
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2020;45,6
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2019;49,9
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2018;42,8
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2017;39,8
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2016;40,8
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2015;39,9
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2014;39,9
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2013;34,7
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2012;36,4
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2011;37,6
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2010;38,1
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2009;40,7
Hombres;12 Galicia;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2008;40,9
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2023;84,4
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2022;83,6
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2021;85,6
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2020;84,8
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2019;83,1
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2018;85,9
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2017;81,3
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2016;84,1
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2015;85,1
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2014;83,7
